Date,State,Estimated_Migrant_Workers,GSDP_per_capita_Lakhs,Avg_Wage,Unemployment_Rate_%,Corn_Yield_kg_per_ha,Rice_Yield_kg_per_ha,Wheat_Yield_kg_per_ha,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,PS,Population
2017-02,Mizoram,43215,10.85,16842,7.66,2783.87,2724.77,2730.49,17.86,56.56,0.23,0.22,18.62,90.72,1251413
2017-03,Mizoram,43897,11.78,17284,9.34,2203.03,2915.8,3039.44,19.05,67.67,0.19,4.22,17.55,90.5,1253635
2017-04,Mizoram,10850,5.53,16684,8.71,2540.37,3524.59,2400.5,21.58,80.64,0.09,10.01,17.79,90.4,1255861
2017-05,Mizoram,25588,5.31,16558,7.56,2650.07,2500.68,2832.96,23.46,81.63,0.1,5.82,19.94,90.23,1258091
2017-06,Mizoram,45214,7.21,16879,7.76,2722.1,2914.2,2992.89,23.32,88.6,0.03,21.04,15.89,89.92,1260325
2017-07,Mizoram,16949,11.44,16901,6.97,2212.08,2334.52,2994.96,23.23,89.59,0.03,23.58,15.43,89.92,1262563
2017-08,Mizoram,13519,11.4,17061,6.61,3023.2,2601.58,3227.77,23.36,89.74,0.03,22.16,15.32,89.99,1264805
2017-09,Mizoram,31375,5.21,17286,6.06,2513.03,2465.72,2403.97,23.08,90.25,0.06,10.28,15.58,90.22,1267051
2017-10,Mizoram,38082,5.09,16938,8.64,2504.74,2838.22,2340.48,21.75,88.16,0.12,7.65,15.71,90.4,1269301
2017-11,Mizoram,16737,7.46,17290,9.29,1991.79,2661.31,2867.83,18.65,81.48,0.22,0.31,16.29,90.61,1271555
2017-12,Mizoram,6134,11.94,16410,8.97,2498.08,2799.5,2870.66,15.75,78.96,0.31,1.39,14.41,90.77,1273813
2018-01,Mizoram,15938,10.29,17464,6.88,2812.01,3157.65,2757.54,12.68,67.98,0.24,0.43,15.01,90.5,1276075
2018-02,Mizoram,29486,6.23,17033,9.31,2778.42,2616.06,2721.28,17.14,64.74,0.23,0.14,17.15,90.67,1278341
2018-03,Mizoram,31096,9.06,17370,7.14,2439.67,2505.22,2653.04,20.9,59.2,0.21,0.51,19.81,90.51,1280611
2018-04,Mizoram,46115,7.32,17454,9.22,1877.51,3764.87,2471.91,22.25,71.05,0.15,5.8,18.62,90.43,1282885
2018-05,Mizoram,10592,8.78,17621,9.96,2975.83,3015.23,2997.7,22.68,82.19,0.07,6.29,16.72,90.27,1285163
2018-06,Mizoram,23108,4.74,17534,6.11,2353.36,3083.17,3027.67,23.26,88.33,0.03,24.42,15.48,89.82,1287445
2018-07,Mizoram,22270,9.28,17445,9.91,2699.37,3309.91,2671.08,23.84,88.2,0.03,12.82,16.12,89.73,1289731
2018-08,Mizoram,32649,11.46,17397,7.51,2355.89,2362.33,2983.13,23.7,88.39,0.05,9.81,16.62,89.78,1292021
2018-09,Mizoram,15997,7.09,17468,6.85,2824.71,3646.39,2906.81,23.29,87.59,0.07,9.52,18.06,90.24,1294315
2018-10,Mizoram,38489,7.77,16805,9.46,2270.06,2321.16,3164.58,20.15,85.15,0.14,4.45,15.46,90.64,1296613
2018-11,Mizoram,14104,4.74,16796,7.02,1961.12,2863.76,2721.49,16.92,78.66,0.24,0.25,16.54,90.75,1298916
2018-12,Mizoram,5870,6.08,17610,8.29,2479.16,3014.32,2848.35,14.82,69.16,0.26,0.28,14.24,90.73,1301223
2019-01,Mizoram,33684,12.04,17649,10.34,1775.39,3005.86,2019.65,15.16,54.37,0.32,0,16.87,90.81,1303534
2019-02,Mizoram,44519,9.33,17866,6.44,2719.67,2777.95,2045.04,17.06,54.93,0.23,1.31,16.81,90.75,1305849
2019-03,Mizoram,39524,4.87,17849,9.99,2255.74,2771.97,3216.74,19.67,61.24,0.2,1.61,19.39,90.61,1308168
2019-04,Mizoram,35957,7.9,17661,7.95,2558.99,3137.78,3213.43,23.16,63.9,0.16,1.45,20.78,90.46,1310491
2019-05,Mizoram,38885,11.31,17477,8.02,2471.16,3301.68,3039.35,24.65,72.28,0.08,6.24,20.08,90.26,1312818
2019-06,Mizoram,49369,8.43,18035,8.79,2114.06,3589.19,2302.89,24.26,83.84,0.04,8.04,17.57,89.94,1315149
2019-07,Mizoram,40596,11.75,17597,7.91,2775.21,2393.17,3010.43,23.37,89.57,0.02,32.2,15.1,89.9,1317484
2019-08,Mizoram,34866,10.98,17793,8.25,3058.57,2914.81,2710.28,24.07,87.52,0.06,9.36,17.48,89.87,1319824
2019-09,Mizoram,35676,8.85,17280,7.24,2683.13,2868.24,3436.4,23.2,88.56,0.07,8,17.61,90.33,1322168
2019-10,Mizoram,18878,12.02,17917,6.41,2557.66,2871.93,2610.9,21.61,86.48,0.15,5.25,16.18,90.6,1324516
2019-11,Mizoram,44760,11.03,18047,6.55,2220.12,2748.9,2677.26,18.32,81.84,0.2,4.23,16.13,90.67,1326868
2019-12,Mizoram,32559,7.27,17695,8.36,2353.71,2736.73,3534.59,14.02,75.1,0.25,0.22,14.16,90.82,1329224
2020-01,Mizoram,11771,8.34,18076,7.1,2190.97,3058.65,3007.38,13.53,73.6,0.24,1.91,13.4,90.75,1331584
2020-02,Mizoram,21526,8.44,18424,7.18,2689.03,2976.56,2715.75,15.34,61.67,0.24,0.19,16.78,90.78,1333949
2020-03,Mizoram,34896,9.4,18376,8.05,2635.46,3106.61,2709.36,20.27,57.01,0.21,0.07,19.95,90.57,1336318
2020-04,Mizoram,36923,12.45,17587,7.43,2031.44,2812.83,2398.71,22.46,65.65,0.17,3.63,18.91,90.55,1338691
2020-05,Mizoram,41203,9.21,17602,8.73,2299.85,3013.29,2925.56,23.58,76.59,0.1,7.96,17.94,90.27,1341068
2020-06,Mizoram,44390,12.6,17948,10.56,3034.14,2785.04,3071.12,23.41,86.54,0.04,9.11,16.84,90.05,1343450
2020-07,Mizoram,17852,8.28,18397,9.59,2591.79,3518.4,3001.68,23.36,88.72,0.02,9.36,15.84,90.03,1345836
2020-08,Mizoram,48391,7.12,18443,9.35,2197.46,2310.78,2908.94,23.57,88,0.04,5.98,17.14,89.88,1348226
2020-09,Mizoram,6848,7.55,18463,8.82,2341.46,2607.87,2356.35,23.5,87.23,0.06,8.22,16.73,90.17,1350620
2020-10,Mizoram,36027,6.79,18182,5.35,2548.29,3603.08,2656.96,22.75,88.17,0.11,9.39,16.17,90.29,1353018
2020-11,Mizoram,40464,6.29,17648,8.54,2677.08,2959.09,2348.72,18.77,79.14,0.28,1.72,15.84,90.77,1355421
2020-12,Mizoram,39485,6.3,17681,9.74,2720.44,2562.12,2807.57,14.56,71.25,0.26,0,15.26,90.67,1357828
2021-01,Mizoram,24456,12.54,18049,6.3,2397.54,3357.23,2429.65,14.96,63.46,0.26,0.05,14.79,90.6,1360239
2021-02,Mizoram,14259,5.41,17960,5.98,2617.26,2664.08,2621.11,16.85,52.07,0.28,0,18.61,90.61,1362655
2021-03,Mizoram,40554,6.32,17932,6.25,1409.44,3836.84,2992.69,21.57,49.6,0.24,0.18,19.68,90.53,1365075
2021-04,Mizoram,18409,10.15,18394,10.21,2269.8,2550.14,2626.52,23.97,53.14,0.19,1.7,22,90.47,1367499
2021-05,Mizoram,8791,5.98,18319,9.38,2715.06,2243.17,2750.45,24.18,71.78,0.13,4.33,20.01,90.23,1369927
2021-06,Mizoram,30864,5.82,18832,9.66,3031.19,2546.42,2828.13,23.19,85.14,0.03,9.31,15.48,90,1372360
2021-07,Mizoram,41639,8.92,18305,7.89,3160.99,3252.86,2844.07,23.56,87.19,0.04,9.68,15.74,89.89,1374797
2021-08,Mizoram,39574,8.42,18227,7.39,2651.99,2839.65,3254.87,23.02,88.91,0.03,10.01,15.28,90.07,1377238
2021-09,Mizoram,22888,11.08,18776,6.34,2380.2,2216.33,2663.04,23.49,86.9,0.1,5.79,18.45,90.2,1379684
2021-10,Mizoram,24692,5.38,18819,6.29,2209.98,2887.52,2709.32,22.47,85.45,0.12,4.07,16.22,90.4,1382134
2021-11,Mizoram,28501,9.52,18033,8.65,2859.23,3278.12,2892.14,18.93,76.41,0.2,0.87,15.52,90.62,1384588
2021-12,Mizoram,18304,6.72,18324,10.49,2499.12,2576.46,2036.59,15.96,76.64,0.23,1.86,13.94,90.82,1387047
2022-01,Mizoram,32527,9.22,18809,7.04,2533.95,3317.86,2762.08,14.21,66.1,0.23,0.56,13.71,90.65,1389510
2022-02,Mizoram,23074,13.06,18867,8.2,2339.54,3185.8,2770.83,14.42,57.82,0.26,0.72,18.13,90.58,1391978
2022-03,Mizoram,20549,6.28,19098,8.35,3005.72,3493.09,3135.83,21.26,48.65,0.25,0.31,20.67,90.42,1394450
2022-04,Mizoram,34963,7.64,18372,7.49,2727.32,2483.93,3032.05,23.97,62.86,0.12,1.16,19.63,90.41,1396926
2022-05,Mizoram,30920,12.29,18798,9.83,2612.9,3242.57,2972.41,23.23,78.15,0.07,7.53,16.47,90.1,1399407
2022-06,Mizoram,35826,10.79,18671,9.85,2635.83,4080.35,2773.34,22.84,85.54,0.03,9.65,14.26,90.05,1401892
2022-07,Mizoram,41071,5.75,18973,9,2780.9,2811.6,3076.72,24.12,84.45,0.06,7.07,19.14,89.99,1404382
2022-08,Mizoram,21061,7.74,19132,8.46,2781.8,3145.77,3384.24,23.89,85.55,0.06,6.73,18.22,89.98,1406876
2022-09,Mizoram,33810,7.56,19205,6.67,2234.72,2805.11,2874.33,23.34,87.49,0.08,7.49,17.24,90.22,1409374
2022-10,Mizoram,27800,6.03,18503,7.46,2764.24,3071.77,3250.02,22.01,85.17,0.14,5.6,17.41,90.52,1411877
2022-11,Mizoram,48423,5.23,18866,7.3,2301.49,2543.77,2907.84,19.05,76.47,0.2,0.08,17.33,90.65,1414384
2022-12,Mizoram,46692,9.3,19120,7.45,2476.85,3217.15,2790.41,16.06,63.15,0.27,0.39,14.14,90.64,1416896
2023-01,Mizoram,14940,5.72,18884,7.94,2397.99,2970.02,2810.1,15.55,52.99,0.31,0.03,15.75,90.74,1419412
2023-02,Mizoram,8924,8.94,19314,8.2,2408.51,2918.75,2658.74,17.66,49.96,0.25,0,18.02,90.67,1421933
2023-03,Mizoram,33054,8.73,19118,7.98,2757,3077.61,3589.86,20.39,54.85,0.23,2.57,17.04,90.66,1424458
2023-04,Mizoram,14783,8.97,19337,6.36,2548.21,2779.66,3734.74,23.2,61.66,0.18,1.49,21.88,90.42,1426988
2023-05,Mizoram,42253,5.9,19054,9.87,2624.09,3396.05,3007.24,24.18,68.71,0.11,2.2,19.11,90.29,1429522
2023-06,Mizoram,18233,7.04,18872,10.33,2686.9,3214.26,2414.27,24.25,81.62,0.03,8.15,16.28,90.01,1432061
2023-07,Mizoram,29484,9.84,19610,8.35,2610.26,2470.06,2738.97,24.92,82.46,0.04,3.8,19.22,90.02,1434604
2023-08,Mizoram,30068,13.33,19210,6.32,2282.31,3142.99,2916.94,23.28,89.06,0.03,16.26,13.49,89.98,1437152
2023-09,Mizoram,5191,11.94,18839,6.7,2644.34,3114.92,2587.61,23.97,87.15,0.08,8.98,18.38,90.14,1439704
2023-10,Mizoram,30074,8.49,19096,6.64,2421.7,3368.16,3173.75,21.77,83.85,0.13,2.48,16.19,90.59,1442261
2023-11,Mizoram,9917,5.27,19522,6.31,2155.97,2387.63,2545.59,18.8,78.34,0.23,2.63,15.57,90.82,1444822
2023-12,Mizoram,43599,9.85,19103,8.11,2813.56,3485.95,2476.35,16.51,73.47,0.26,0.7,12.75,90.82,1447388
2024-01,Mizoram,30832,7.31,19608,4.72,2592.19,3733.77,2945.36,13.58,57.9,0.26,0.18,14.44,90.78,1449958
2024-02,Mizoram,47928,12.37,19154,9.87,2926.45,3399.49,2481.43,16.74,59.08,0.24,0.53,15.83,90.84,1452533
2024-03,Mizoram,25706,9.62,19798,8.39,2443.01,3013.9,2836.45,20.09,56.33,0.23,2.05,18.63,90.67,1455113
2024-04,Mizoram,18682,11.09,19212,9.47,2774.9,3163.47,1772.33,24.61,59.14,0.15,1,19.97,90.37,1457697
2024-05,Mizoram,31762,5.17,19329,9.14,2106.15,2125.05,2861.38,24.2,75.39,0.1,11.13,18.32,90.22,1460286
2024-06,Mizoram,28383,10.27,19264,5.31,2572.15,3113.29,2464.38,24.17,86.77,0.03,14.81,14.69,90.01,1462879
2024-07,Mizoram,32796,12.85,19338,8.7,2702.24,3286.5,2360.7,24.39,87.68,0.03,12.63,12.61,89.82,1465477
2024-08,Mizoram,28666,6.44,19286,10.21,2060.19,2999.95,3427.12,23.16,89.73,0.04,19.78,10.79,90.14,1468079
2024-09,Mizoram,30662,9.54,19592,5.82,3009.92,3225.36,2544.5,23.99,87.82,0.1,10.35,18.41,90.1,1470686
2024-10,Mizoram,39642,13.31,19873,7.75,2766.05,2819.03,2531.37,22.13,85.77,0.13,4.25,13.71,90.51,1473298
2024-11,Mizoram,46830,8.89,20030,7.8,1856.81,3040.95,2579.55,18.43,82.87,0.25,0.67,19.14,90.71,1475914
2024-12,Mizoram,42531,10.98,19161,6.67,2528.93,2080.26,2859.44,16.16,68.27,0.32,0.02,13.04,90.73,1478535
2000-01,Nagaland,15234,5.13,9780,9.41,1770.66,3435.18,2982.66,12.86,56.49,0.44,0.43,13.32,90.27,1980806
2000-02,Nagaland,14221,5.15,9976,7.73,2416.4,3225.09,2457.67,13.08,51.08,0.4,0.28,16.96,90.19,1980789
2000-03,Nagaland,16410,7.14,9742,6.4,2521.71,3317.91,1717,18.17,54.2,0.37,0.79,17.57,90.06,1980772
2000-04,Nagaland,19519,7,10405,6.48,2365.83,2990.94,2731.3,22.26,63.23,0.31,3.5,18.61,89.81,1980755
2000-05,Nagaland,6051,3.76,9908,9.86,2937.13,2550.44,2582.59,24.04,70.04,0.19,3.81,18.16,89.7,1980738
2000-06,Nagaland,49993,5.37,9919,7.61,1925.24,3604.11,2713.8,25.2,77.17,0.13,5.91,17.05,89.46,1980721
2000-07,Nagaland,14765,6.59,9614,8,2368.48,2979.01,3022.68,24.85,81.25,0.12,5.49,19.27,89.39,1980704
2000-08,Nagaland,16382,5.11,9880,5.09,2604.21,4059.15,2958.88,24.72,81.57,0.13,4.16,16.63,89.51,1980687
2000-09,Nagaland,17580,7.11,9500,7.17,2360.43,2775.46,2662.53,23.45,81.77,0.14,4.57,15.46,89.79,1980670
2000-10,Nagaland,37323,3.94,10075,7.14,2049.45,3015.95,3074.21,21.19,79.98,0.23,1.51,15.76,90.03,1980653
2000-11,Nagaland,49757,6.71,10453,9.4,2315.99,2677.05,3330.58,16.71,70.62,0.4,0.69,14.11,90.31,1980636
2000-12,Nagaland,16939,6.18,9500,8.25,2072.06,2172.87,2396.48,13.98,56.86,0.5,0.16,15.04,90.29,1980619
2001-01,Nagaland,34964,3.81,10499,10.81,2037.87,3154.49,2673.75,12.05,58.42,0.43,0.1,13.39,90.16,1980602
2001-02,Nagaland,5307,3.45,10364,7.25,2434.09,3461.17,2558.03,15.5,53.71,0.41,0.99,14.96,90.11,1980584
2001-03,Nagaland,8359,8.13,10036,9.19,2732.53,3604.53,2640.52,18.97,48.54,0.41,0.59,19.01,90.11,1980566
2001-04,Nagaland,34648,3.16,10066,6.86,2721.11,2903.27,3123.43,22.71,54.93,0.33,2.06,18.47,89.99,1980548
2001-05,Nagaland,40944,5.02,10668,9.06,2028.55,2341.8,2663.06,24.57,66.54,0.2,2.96,17.63,89.64,1980530
2001-06,Nagaland,39019,7.28,10480,9.16,2233.32,2793.32,2723.17,24.98,76.86,0.12,4.66,16.69,89.4,1980512
2001-07,Nagaland,43134,6.67,9949,6.79,2716,2836.94,2511.65,26,75.75,0.1,3.15,16.74,89.4,1980494
2001-08,Nagaland,32323,6.44,10241,8.72,2394.55,2692.34,2473.1,25.92,76.16,0.14,3.38,16.44,89.53,1980476
2001-09,Nagaland,11226,5.31,10541,11.2,2016.09,3027.79,2600.95,23.86,81.72,0.13,3.26,14.75,89.83,1980458
2001-10,Nagaland,26689,3.84,10867,7.5,2789.88,2421.04,2610.27,21.83,77.23,0.22,1.75,13.78,90.15,1980440
2001-11,Nagaland,35971,6.37,10402,6.85,3043.87,2624.16,2717.21,18.12,68.23,0.35,0.51,13.36,90.42,1980422
2001-12,Nagaland,30954,5.13,10459,6.9,2135.25,2460.63,3341.56,14.54,53.67,0.51,0.11,13.67,90.52,1980404
2002-01,Nagaland,29423,5.96,11291,9.1,2551.31,3053.47,2206.29,13.79,58.51,0.43,0.35,12.07,90.38,1980386
2002-02,Nagaland,35391,3.85,10911,9.39,2607.62,3462.97,3202.32,16.09,51.32,0.41,0.41,16.95,90.45,1980368
2002-03,Nagaland,19330,6.96,10373,8.08,2700.5,2548.21,2909.59,19.5,49.53,0.39,1.47,17.47,90.15,1980350
2002-04,Nagaland,9891,6.27,10521,7.7,2700.28,2282.22,2407.55,22.06,61.3,0.29,3.57,15.7,90.01,1980332
2002-05,Nagaland,9992,7.88,10475,7.32,2766.45,3350.42,2258,23.84,68.29,0.21,3.39,17.36,89.68,1980314
2002-06,Nagaland,6961,6.32,11158,9.35,2738.51,3038.12,3073.35,25.53,72.67,0.13,3.71,16.29,89.54,1980296
2002-07,Nagaland,17497,6.69,11175,7.55,2309.64,3258.07,3095.34,25.06,80.96,0.11,6.81,13.7,89.38,1980278
2002-08,Nagaland,37551,4.81,10817,7.33,2394.6,3007.1,2573.02,24.5,82.12,0.13,6.56,15.79,89.58,1980260
2002-09,Nagaland,15848,7.34,10849,5.06,2995.49,2951.89,2477.29,23.62,78.53,0.16,3.68,16.65,89.93,1980242
2002-10,Nagaland,18255,4.15,10603,7.29,2285.25,3050.71,3063.67,20.51,76.09,0.26,1.27,15.65,90.19,1980224
2002-11,Nagaland,9567,7.46,11251,7.63,2099.25,3739.06,2908.04,17.65,71.82,0.35,0.99,13.46,90.33,1980206
2002-12,Nagaland,44281,4.17,11295,6.31,2639.94,2961.12,2806.74,13.75,68.41,0.43,0.58,12.53,90.39,1980188
2003-01,Nagaland,25389,7.07,10717,5.42,2455.52,3407.12,2797.22,12.72,57.73,0.44,0.18,13.5,90.46,1980170
2003-02,Nagaland,49523,5.19,11635,7.51,2730.12,2826.46,2868.47,15.12,61.91,0.39,0.53,14.88,90.36,1980152
2003-03,Nagaland,48919,7.64,11118,9.36,2258.82,3486.61,2508.19,18.03,58.52,0.35,1.3,15.53,90.18,1980134
2003-04,Nagaland,21567,3.68,11204,8.61,2402.51,2874.02,2676.12,22.71,62.53,0.29,2.13,17.06,90.03,1980116
2003-05,Nagaland,8358,4.68,11466,8.62,2716.75,2873.34,3287.87,24.26,63.47,0.24,2.77,17.47,89.76,1980098
2003-06,Nagaland,27999,7.12,11331,8.46,2254.46,3067.75,2528.47,24.91,75.15,0.12,4.28,15.27,89.39,1980080
2003-07,Nagaland,47358,4.21,11377,8.69,2626.29,2993.62,2745.73,25.14,78.92,0.12,6.69,16.33,89.6,1980062
2003-08,Nagaland,15988,4.93,10900,9.37,2856.54,2738.26,3005.28,25.36,79.9,0.13,3.75,16.73,89.59,1980044
2003-09,Nagaland,45446,4.29,11486,5.5,2269.31,3045.07,2381.55,24.24,81.56,0.14,5.22,15.06,89.82,1980026
2003-10,Nagaland,36521,4.08,11043,9.07,2301.24,2967.14,3435.13,21.04,84.14,0.2,3.27,12.48,90.23,1980008
2003-11,Nagaland,10698,6.52,11090,8.76,2530.24,3661.87,2877.11,16.47,73.78,0.38,0.45,14.52,90.39,1979990
2003-12,Nagaland,6273,5.26,10913,9.65,2383.87,3615.74,2952.96,13.85,69.81,0.43,0.44,12.23,90.5,1979972
2004-01,Nagaland,32543,7.7,12079,8.11,2307.18,3188.23,2697.59,12.63,65.36,0.43,0.15,12.8,90.36,1979954
2004-02,Nagaland,36349,6.31,11507,11.47,1903.29,3374.39,3183.23,14.7,58.21,0.42,0.39,15.59,90.28,1979936
2004-03,Nagaland,16241,6.75,11151,7.88,3051.38,3168.86,2712.95,19.8,58.28,0.36,0.98,16.33,90.11,1979918
2004-04,Nagaland,14497,3.71,11745,7.23,2750.5,3339.93,3373.4,21.43,70,0.26,5.66,13.15,89.98,1979900
2004-05,Nagaland,46875,4.52,11430,9.84,2486.61,2933.77,2549.56,23.75,70.61,0.22,6.82,17,89.7,1979882
2004-06,Nagaland,37703,5.81,12059,8.68,2661.24,2380.7,3071.63,24.44,78.49,0.13,4.32,15.02,89.57,1979864
2004-07,Nagaland,49041,7.43,11652,5.99,2676.35,3234.03,2848.38,23.88,82.93,0.12,5.38,13.62,89.53,1979846
2004-08,Nagaland,36954,6.79,11150,8.81,2959.89,3348.8,2587.52,25.14,80.64,0.14,5.35,17.76,89.51,1979828
2004-09,Nagaland,13002,6.41,11400,8.51,2323.25,2648.13,2992.95,22.79,84.8,0.11,3.15,13.64,89.96,1979810
2004-10,Nagaland,9247,4.46,11556,8.13,2199.96,3433.36,3263.04,19.94,81.2,0.24,3.66,15.28,90.38,1979792
2004-11,Nagaland,46988,4.11,11626,6.98,2236.3,2925.78,2805.82,16.41,72.71,0.41,0.03,15.47,90.46,1979774
2004-12,Nagaland,26698,5.49,11160,8.44,2765.19,3643.74,2210.08,13.76,68.05,0.46,0.18,12.64,90.46,1979756
2005-01,Nagaland,24738,3.5,11560,8.08,2404.55,2893.59,2309.77,12.58,66.65,0.39,0.38,12.51,90.34,1979738
2005-02,Nagaland,15703,3.96,12123,7.16,2354.47,3171.11,2702.46,15.59,65.87,0.32,0.87,13.27,90.28,1979720
2005-03,Nagaland,22570,5.4,11922,7.66,2036.61,4149.63,2893.16,19.24,67.76,0.31,2.2,12.93,90.21,1979702
2005-04,Nagaland,17392,7.59,12042,8.97,2533.51,2560.83,2891.25,21.57,65.12,0.29,3.35,17.27,90.17,1979684
2005-05,Nagaland,49724,5.5,11990,6.08,2450.74,2244.59,2425.41,22.81,71.01,0.21,3.61,16.23,89.81,1979666
2005-06,Nagaland,37299,5.89,11946,6.27,2738.48,3777.61,2928.51,25.52,73.88,0.14,3.29,17.77,89.41,1979648
2005-07,Nagaland,20641,8.26,11669,6.34,2830.92,2937.7,2769.71,25.42,77.69,0.14,4.73,16.8,89.53,1979630
2005-08,Nagaland,18998,8.59,11731,5.48,2827.29,3665.11,3255.38,25.18,81.06,0.13,6.78,15.59,89.46,1979612
2005-09,Nagaland,11305,9.17,11774,7.84,2180.09,2973.22,2897.13,24.43,76.61,0.2,3.62,16.89,89.88,1979594
2005-10,Nagaland,37726,9.03,11978,6.08,2422.1,3155.14,3087.2,21.03,81.15,0.21,2.52,13.94,90.27,1979576
2005-11,Nagaland,23782,6.51,11565,10.49,2800.84,3674.35,2684.7,16.72,70.85,0.39,0.37,15.17,90.32,1979558
2005-12,Nagaland,17721,3.7,12330,9.88,2090.79,3143.29,3459.33,14.85,62.87,0.46,0.16,13.91,90.34,1979540
2006-01,Nagaland,44763,9.26,11997,8.55,2356.91,3274.74,3043.51,13.43,53.45,0.44,0.02,13.7,90.34,1979522
2006-02,Nagaland,17427,8.98,12281,9.52,2557.43,3002.77,2476.8,17.06,61.65,0.4,2.01,13.51,90.29,1979504
2006-03,Nagaland,25566,4.81,12852,7.46,1815.5,2555.26,2663.39,19.35,50.6,0.39,0.35,18.49,90.13,1979486
2006-04,Nagaland,7230,6.75,12599,8.21,2829.23,2958.75,2618.34,21.83,64.64,0.29,3.03,17.8,89.97,1979468
2006-05,Nagaland,11511,5.84,12061,7.64,2232.7,3262.72,3275.43,24.19,68.01,0.2,5.7,18.71,89.81,1979450
2006-06,Nagaland,47229,8.74,12876,6.39,2819.03,3242.46,2283.54,24.8,77.16,0.14,6.03,15.44,89.58,1979432
2006-07,Nagaland,31177,6.85,12778,6.91,2394.5,3778.92,3192.68,25.68,78.15,0.11,4.18,17.32,89.4,1979414
2006-08,Nagaland,9765,5.93,12640,7.77,2038.75,2977.76,2927.08,25.78,74.73,0.14,3.54,18.52,89.57,1979396
2006-09,Nagaland,25354,7.77,12180,7.04,2271.35,2076.32,2834.59,23.88,78.7,0.16,3.13,16.79,89.91,1979378
2006-10,Nagaland,28929,8.67,12651,6.38,2263.67,2686.46,2675.86,21.57,74.18,0.26,1.41,16.56,90.29,1979360
2006-11,Nagaland,33820,4.93,12253,8.28,2459.9,2996.37,2490.6,17.04,71.9,0.29,0.83,12.35,90.37,1979342
2006-12,Nagaland,34523,5.85,12309,7.45,2433.94,2297.03,2908.86,14.29,64.75,0.44,0.28,12.46,90.46,1979324
2007-01,Nagaland,10552,9.36,12783,7.04,1643.12,2884.2,3121.72,13.01,57.15,0.47,0.25,12.82,90.47,1979306
2007-02,Nagaland,5627,8.16,12483,4.96,2182.2,3286.57,3204.51,13.77,67.68,0.36,2.25,13.3,90.33,1979288
2007-03,Nagaland,16989,3.72,13196,7.23,1507.63,2939.45,1793.48,17.92,54.87,0.39,0.51,18.61,90.16,1979270
2007-04,Nagaland,18780,6.46,12617,8.04,2464.54,2997.13,1931.11,21.68,67.23,0.28,4.45,15.49,90.05,1979252
2007-05,Nagaland,11589,9.43,12435,8.28,3077.45,3114.41,2502.84,24.14,68.8,0.22,4.4,17.74,89.74,1979234
2007-06,Nagaland,39812,9.28,12310,8.91,2939.61,2281.75,2369.79,24.66,77.24,0.15,7.27,15.42,89.58,1979216
2007-07,Nagaland,33128,4.72,12745,7.19,1810.16,3720.42,2916.32,24.51,81.75,0.11,6.74,14.39,89.45,1979198
2007-08,Nagaland,43652,4.66,13036,5.93,2697.82,3120.4,3000.82,25.06,80.73,0.13,5.05,15.77,89.51,1979180
2007-09,Nagaland,32790,4.56,13235,7.88,2523.42,3108.37,2837.66,23.28,79.2,0.19,5.75,15.54,89.75,1979162
2007-10,Nagaland,45953,8.38,12464,8.85,2317.42,2981.35,2895.76,20.94,81.03,0.25,2.39,15.29,90.09,1979144
2007-11,Nagaland,5249,5.5,12343,7.97,2533.16,2408.89,2329.25,17.33,76.23,0.38,1.64,14.16,90.34,1979126
2007-12,Nagaland,24309,5.73,13256,5.8,2824.85,2877.2,3004.65,13.26,69.64,0.44,0.29,13.35,90.33,1979108
2008-01,Nagaland,30901,7.33,12791,7.72,2172.36,2410.74,2504.74,12.5,69.86,0.39,0.91,11.43,90.28,1979090
2008-02,Nagaland,28576,6.97,13602,9.91,2433.23,2733.94,3252.88,13.12,65.76,0.38,0.46,14.75,90.25,1979072
2008-03,Nagaland,36508,4.6,13097,10.32,2553.86,3739.58,2941.54,18.74,64.73,0.34,2.07,15.86,90.09,1979054
2008-04,Nagaland,14175,4.66,13117,7.9,1776.23,3422.42,2271.66,22.09,63.07,0.3,3.03,17.79,89.95,1979036
2008-05,Nagaland,30464,5.14,13595,7.42,2569.16,2690.13,3549.95,23.72,71.04,0.2,5.21,18.7,89.66,1979018
2008-06,Nagaland,21260,5.76,12834,9.24,2931.88,2703.27,2755.42,24.2,80.8,0.13,8.67,15.93,89.5,1979000
2008-07,Nagaland,40440,4.86,13259,7.34,2573.38,3345.37,2810.2,24.25,83.16,0.12,9.01,16.23,89.45,1978982
2008-08,Nagaland,34546,6.98,13183,9.39,2192.53,2712.98,2798.43,23.95,84.03,0.13,9.39,13.79,89.58,1978964
2008-09,Nagaland,45047,7.44,13281,8.38,2870.34,3171.14,2529.3,23.46,83.48,0.14,4.19,16.66,89.82,1978946
2008-10,Nagaland,46430,9.38,12989,6.12,2694.51,2845.21,3111.64,20.75,82.02,0.24,2.86,15.01,90.21,1978928
2008-11,Nagaland,6987,8.44,13274,8.07,3258.1,2856.47,3080.56,16.36,74.89,0.43,0.18,16.54,90.37,1978910
2008-12,Nagaland,30105,6.46,13209,8.45,2276.38,2955.09,2810.35,14,78.74,0.42,0.12,12.32,90.39,1978892
2009-01,Nagaland,17948,7.2,13360,6.55,2441.89,3985.21,2692.69,13.23,72.9,0.44,0.34,12.73,90.45,1978874
